region,DateRep,Cases,Deaths,population
FVI,2020-03-06T03:00:00Z,1,0,698912
GFL,2020-03-06T03:00:00Z,1,0,1189947
GOE,2020-03-06T03:00:00Z,0,0,792895
MOS,2020-03-06T03:00:00Z,0,0,916252
PNN,2020-03-06T03:00:00Z,0,0,1400128
SC,2020-03-06T03:00:00Z,4,0,7252502
SUL,2020-03-06T03:00:00Z,2,0,999701
AVI,2020-03-07T03:00:00Z,0,0,1077659
FVI,2020-03-07T03:00:00Z,0,0,698912
GFL,2020-03-07T03:00:00Z,2,0,1189947
GOE,2020-03-07T03:00:00Z,0,0,792895
MOS,2020-03-07T03:00:00Z,0,0,916252
PNN,2020-03-07T03:00:00Z,0,0,1400128
SC,2020-03-07T03:00:00Z,4,0,7252502
SUL,2020-03-07T03:00:00Z,1,0,999701
AVI,2020-03-08T03:00:00Z,0,0,1077659
FVI,2020-03-08T03:00:00Z,0,0,698912
GFL,2020-03-08T03:00:00Z,3,0,1189947
GOE,2020-03-08T03:00:00Z,0,0,792895
MOS,2020-03-08T03:00:00Z,0,0,916252
PNN,2020-03-08T03:00:00Z,2,0,1400128
SC,2020-03-08T03:00:00Z,7,0,7252502
SUL,2020-03-08T03:00:00Z,2,0,999701
AVI,2020-03-09T03:00:00Z,3,0,1077659
FVI,2020-03-09T03:00:00Z,4,0,698912
GFL,2020-03-09T03:00:00Z,4,0,1189947
GOE,2020-03-09T03:00:00Z,0,0,792895
MOS,2020-03-09T03:00:00Z,0,0,916252
PNN,2020-03-09T03:00:00Z,1,0,1400128
SC,2020-03-09T03:00:00Z,18,0,7252502
SUL,2020-03-09T03:00:00Z,5,0,999701
AVI,2020-03-10T03:00:00Z,0,0,1077659
FVI,2020-03-10T03:00:00Z,2,0,698912
GFL,2020-03-10T03:00:00Z,8,0,1189947
GOE,2020-03-10T03:00:00Z,2,0,792895
MOS,2020-03-10T03:00:00Z,7,0,916252
PNN,2020-03-10T03:00:00Z,2,0,1400128
SC,2020-03-10T03:00:00Z,29,0,7252502
SUL,2020-03-10T03:00:00Z,7,0,999701
AVI,2020-03-11T03:00:00Z,0,0,1077659
FVI,2020-03-11T03:00:00Z,2,0,698912
GFL,2020-03-11T03:00:00Z,9,0,1189947
GOE,2020-03-11T03:00:00Z,0,0,792895
MOS,2020-03-11T03:00:00Z,0,0,916252
PNN,2020-03-11T03:00:00Z,1,0,1400128
SC,2020-03-11T03:00:00Z,20,0,7252502
SUL,2020-03-11T03:00:00Z,8,0,999701
AVI,2020-03-12T03:00:00Z,3,0,1077659
FVI,2020-03-12T03:00:00Z,2,0,698912
GFL,2020-03-12T03:00:00Z,12,0,1189947
GOE,2020-03-12T03:00:00Z,0,0,792895
MOS,2020-03-12T03:00:00Z,2,0,916252
PNN,2020-03-12T03:00:00Z,1,0,1400128
SC,2020-03-12T03:00:00Z,27,0,7252502
SUL,2020-03-12T03:00:00Z,6,0,999701
AVI,2020-03-13T03:00:00Z,4,0,1077659
FVI,2020-03-13T03:00:00Z,6,0,698912
GFL,2020-03-13T03:00:00Z,18,0,1189947
GOE,2020-03-13T03:00:00Z,1,0,792895
MOS,2020-03-13T03:00:00Z,0,0,916252
PNN,2020-03-13T03:00:00Z,3,0,1400128
SC,2020-03-13T03:00:00Z,37,0,7252502
SUL,2020-03-13T03:00:00Z,3,0,999701
AVI,2020-03-14T03:00:00Z,2,0,1077659
FVI,2020-03-14T03:00:00Z,6,0,698912
GFL,2020-03-14T03:00:00Z,19,0,1189947
GOE,2020-03-14T03:00:00Z,1,0,792895
MOS,2020-03-14T03:00:00Z,4,0,916252
PNN,2020-03-14T03:00:00Z,0,0,1400128
SC,2020-03-14T03:00:00Z,41,0,7252502
SUL,2020-03-14T03:00:00Z,8,0,999701
AVI,2020-03-15T03:00:00Z,3,0,1077659
FVI,2020-03-15T03:00:00Z,10,0,698912
GFL,2020-03-15T03:00:00Z,35,0,1189947
GOE,2020-03-15T03:00:00Z,0,0,792895
MOS,2020-03-15T03:00:00Z,5,0,916252
PNN,2020-03-15T03:00:00Z,3,0,1400128
SC,2020-03-15T03:00:00Z,77,0,7252502
SUL,2020-03-15T03:00:00Z,18,0,999701
AVI,2020-03-16T03:00:00Z,3,0,1077659
FVI,2020-03-16T03:00:00Z,13,0,698912
GFL,2020-03-16T03:00:00Z,29,0,1189947
GOE,2020-03-16T03:00:00Z,0,0,792895
MOS,2020-03-16T03:00:00Z,1,0,916252
PNN,2020-03-16T03:00:00Z,3,0,1400128
SC,2020-03-16T03:00:00Z,75,0,7252502
SUL,2020-03-16T03:00:00Z,26,0,999701
AVI,2020-03-17T03:00:00Z,3,0,1077659
FVI,2020-03-17T03:00:00Z,14,0,698912
GFL,2020-03-17T03:00:00Z,29,0,1189947
GOE,2020-03-17T03:00:00Z,3,0,792895
MOS,2020-03-17T03:00:00Z,1,0,916252
PNN,2020-03-17T03:00:00Z,1,0,1400128
SC,2020-03-17T03:00:00Z,63,0,7252502
SUL,2020-03-17T03:00:00Z,10,0,999701
AVI,2020-03-18T03:00:00Z,11,0,1077659
FVI,2020-03-18T03:00:00Z,8,0,698912
GFL,2020-03-18T03:00:00Z,32,0,1189947
GOE,2020-03-18T03:00:00Z,1,0,792895
MOS,2020-03-18T03:00:00Z,2,0,916252
PNN,2020-03-18T03:00:00Z,4,0,1400128
SC,2020-03-18T03:00:00Z,73,0,7252502
SUL,2020-03-18T03:00:00Z,14,0,999701
AVI,2020-03-19T03:00:00Z,7,0,1077659
FVI,2020-03-19T03:00:00Z,5,0,698912
GFL,2020-03-19T03:00:00Z,25,0,1189947
GOE,2020-03-19T03:00:00Z,1,0,792895
MOS,2020-03-19T03:00:00Z,1,0,916252
PNN,2020-03-19T03:00:00Z,4,0,1400128
SC,2020-03-19T03:00:00Z,54,0,7252502
SUL,2020-03-19T03:00:00Z,10,0,999701
AVI,2020-03-20T03:00:00Z,5,0,1077659
FVI,2020-03-20T03:00:00Z,19,0,698912
GFL,2020-03-20T03:00:00Z,29,0,1189947
GOE,2020-03-20T03:00:00Z,3,0,792895
MOS,2020-03-20T03:00:00Z,2,0,916252
PNN,2020-03-20T03:00:00Z,6,0,1400128
SC,2020-03-20T03:00:00Z,114,0,7252502
SUL,2020-03-20T03:00:00Z,49,0,999701
AVI,2020-03-21T03:00:00Z,2,0,1077659
FVI,2020-03-21T03:00:00Z,3,0,698912
GFL,2020-03-21T03:00:00Z,11,0,1189947
GOE,2020-03-21T03:00:00Z,0,0,792895
MOS,2020-03-21T03:00:00Z,3,0,916252
PNN,2020-03-21T03:00:00Z,3,0,1400128
SC,2020-03-21T03:00:00Z,29,0,7252502
SUL,2020-03-21T03:00:00Z,7,0,999701
AVI,2020-03-22T03:00:00Z,1,0,1077659
FVI,2020-03-22T03:00:00Z,1,0,698912
GFL,2020-03-22T03:00:00Z,12,0,1189947
GOE,2020-03-22T03:00:00Z,1,0,792895
MOS,2020-03-22T03:00:00Z,6,0,916252
PNN,2020-03-22T03:00:00Z,1,0,1400128
SC,2020-03-22T03:00:00Z,42,0,7252502
SUL,2020-03-22T03:00:00Z,20,0,999701
AVI,2020-03-23T03:00:00Z,5,0,1077659
FVI,2020-03-23T03:00:00Z,6,0,698912
GFL,2020-03-23T03:00:00Z,18,0,1189947
GOE,2020-03-23T03:00:00Z,1,0,792895
MOS,2020-03-23T03:00:00Z,2,0,916252
PNN,2020-03-23T03:00:00Z,8,0,1400128
SC,2020-03-23T03:00:00Z,57,0,7252502
SUL,2020-03-23T03:00:00Z,16,0,999701
AVI,2020-03-24T03:00:00Z,10,0,1077659
FVI,2020-03-24T03:00:00Z,6,0,698912
GFL,2020-03-24T03:00:00Z,17,0,1189947
GOE,2020-03-24T03:00:00Z,1,0,792895
MOS,2020-03-24T03:00:00Z,2,0,916252
PNN,2020-03-24T03:00:00Z,5,0,1400128
SC,2020-03-24T03:00:00Z,56,0,7252502
SUL,2020-03-24T03:00:00Z,14,0,999701
AVI,2020-03-25T03:00:00Z,7,0,1077659
FVI,2020-03-25T03:00:00Z,4,1,698912
GFL,2020-03-25T03:00:00Z,16,0,1189947
GOE,2020-03-25T03:00:00Z,3,0,792895
MOS,2020-03-25T03:00:00Z,2,0,916252
PNN,2020-03-25T03:00:00Z,8,0,1400128
SC,2020-03-25T03:00:00Z,54,1,7252502
SUL,2020-03-25T03:00:00Z,13,0,999701
AVI,2020-03-26T03:00:00Z,8,0,1077659
FVI,2020-03-26T03:00:00Z,8,0,698912
GFL,2020-03-26T03:00:00Z,26,0,1189947
GOE,2020-03-26T03:00:00Z,1,0,792895
MOS,2020-03-26T03:00:00Z,2,0,916252
PNN,2020-03-26T03:00:00Z,13,0,1400128
SC,2020-03-26T03:00:00Z,67,0,7252502
SUL,2020-03-26T03:00:00Z,8,0,999701
AVI,2020-03-27T03:00:00Z,5,0,1077659
FVI,2020-03-27T03:00:00Z,3,0,698912
GFL,2020-03-27T03:00:00Z,21,0,1189947
GOE,2020-03-27T03:00:00Z,2,0,792895
MOS,2020-03-27T03:00:00Z,1,0,916252
PNN,2020-03-27T03:00:00Z,3,0,1400128
SC,2020-03-27T03:00:00Z,46,0,7252502
SUL,2020-03-27T03:00:00Z,11,0,999701
AVI,2020-03-28T03:00:00Z,2,0,1077659
FVI,2020-03-28T03:00:00Z,8,0,698912
GFL,2020-03-28T03:00:00Z,16,0,1189947
GOE,2020-03-28T03:00:00Z,0,0,792895
MOS,2020-03-28T03:00:00Z,1,0,916252
PNN,2020-03-28T03:00:00Z,5,0,1400128
SC,2020-03-28T03:00:00Z,43,0,7252502
SUL,2020-03-28T03:00:00Z,11,0,999701
AVI,2020-03-29T03:00:00Z,4,0,1077659
FVI,2020-03-29T03:00:00Z,3,0,698912
GFL,2020-03-29T03:00:00Z,8,0,1189947
GOE,2020-03-29T03:00:00Z,1,0,792895
MOS,2020-03-29T03:00:00Z,1,0,916252
PNN,2020-03-29T03:00:00Z,3,0,1400128
SC,2020-03-29T03:00:00Z,28,0,7252502
SUL,2020-03-29T03:00:00Z,8,0,999701
AVI,2020-03-30T03:00:00Z,8,0,1077659
FVI,2020-03-30T03:00:00Z,6,0,698912
GFL,2020-03-30T03:00:00Z,12,0,1189947
GOE,2020-03-30T03:00:00Z,3,0,792895
MOS,2020-03-30T03:00:00Z,7,0,916252
PNN,2020-03-30T03:00:00Z,3,1,1400128
SC,2020-03-30T03:00:00Z,56,2,7252502
SUL,2020-03-30T03:00:00Z,16,1,999701
AVI,2020-03-31T03:00:00Z,4,0,1077659
FVI,2020-03-31T03:00:00Z,3,0,698912
GFL,2020-03-31T03:00:00Z,11,1,1189947
GOE,2020-03-31T03:00:00Z,2,0,792895
MOS,2020-03-31T03:00:00Z,1,0,916252
PNN,2020-03-31T03:00:00Z,2,0,1400128
SC,2020-03-31T03:00:00Z,29,2,7252502
SUL,2020-03-31T03:00:00Z,6,1,999701
AVI,2020-04-01T03:00:00Z,12,0,1077659
FVI,2020-04-01T03:00:00Z,9,0,698912
GFL,2020-04-01T03:00:00Z,17,0,1189947
GOE,2020-04-01T03:00:00Z,3,0,792895
MOS,2020-04-01T03:00:00Z,8,0,916252
PNN,2020-04-01T03:00:00Z,4,0,1400128
SC,2020-04-01T03:00:00Z,84,0,7252502
SUL,2020-04-01T03:00:00Z,30,0,999701
AVI,2020-04-02T03:00:00Z,6,0,1077659
FVI,2020-04-02T03:00:00Z,13,0,698912
GFL,2020-04-02T03:00:00Z,16,2,1189947
GOE,2020-04-02T03:00:00Z,2,0,792895
MOS,2020-04-02T03:00:00Z,3,0,916252
PNN,2020-04-02T03:00:00Z,5,0,1400128
SC,2020-04-02T03:00:00Z,53,3,7252502
SUL,2020-04-02T03:00:00Z,8,1,999701
AVI,2020-04-03T03:00:00Z,5,0,1077659
FVI,2020-04-03T03:00:00Z,11,0,698912
GFL,2020-04-03T03:00:00Z,12,0,1189947
GOE,2020-04-03T03:00:00Z,2,0,792895
MOS,2020-04-03T03:00:00Z,1,0,916252
PNN,2020-04-03T03:00:00Z,2,0,1400128
SC,2020-04-03T03:00:00Z,41,1,7252502
SUL,2020-04-03T03:00:00Z,7,1,999701
AVI,2020-04-04T03:00:00Z,5,1,1077659
FVI,2020-04-04T03:00:00Z,3,1,698912
GFL,2020-04-04T03:00:00Z,12,0,1189947
GOE,2020-04-04T03:00:00Z,1,0,792895
MOS,2020-04-04T03:00:00Z,3,0,916252
PNN,2020-04-04T03:00:00Z,2,0,1400128
SC,2020-04-04T03:00:00Z,31,3,7252502
SUL,2020-04-04T03:00:00Z,5,1,999701
AVI,2020-04-05T03:00:00Z,3,0,1077659
FVI,2020-04-05T03:00:00Z,10,1,698912
GFL,2020-04-05T03:00:00Z,13,0,1189947
GOE,2020-04-05T03:00:00Z,1,0,792895
MOS,2020-04-05T03:00:00Z,4,0,916252
PNN,2020-04-05T03:00:00Z,3,0,1400128
SC,2020-04-05T03:00:00Z,38,1,7252502
SUL,2020-04-05T03:00:00Z,3,0,999701
AVI,2020-04-06T03:00:00Z,5,0,1077659
FVI,2020-04-06T03:00:00Z,7,0,698912
GFL,2020-04-06T03:00:00Z,12,1,1189947
GOE,2020-04-06T03:00:00Z,0,0,792895
MOS,2020-04-06T03:00:00Z,4,0,916252
PNN,2020-04-06T03:00:00Z,4,0,1400128
SC,2020-04-06T03:00:00Z,35,1,7252502
SUL,2020-04-06T03:00:00Z,3,0,999701
AVI,2020-04-07T03:00:00Z,5,0,1077659
FVI,2020-04-07T03:00:00Z,5,0,698912
GFL,2020-04-07T03:00:00Z,11,1,1189947
GOE,2020-04-07T03:00:00Z,1,0,792895
MOS,2020-04-07T03:00:00Z,2,0,916252
PNN,2020-04-07T03:00:00Z,3,0,1400128
SC,2020-04-07T03:00:00Z,34,3,7252502
SUL,2020-04-07T03:00:00Z,7,2,999701
AVI,2020-04-08T03:00:00Z,3,0,1077659
FVI,2020-04-08T03:00:00Z,11,0,698912
GFL,2020-04-08T03:00:00Z,15,1,1189947
GOE,2020-04-08T03:00:00Z,0,0,792895
MOS,2020-04-08T03:00:00Z,5,0,916252
PNN,2020-04-08T03:00:00Z,6,0,1400128
SC,2020-04-08T03:00:00Z,57,1,7252502
SUL,2020-04-08T03:00:00Z,16,0,999701
AVI,2020-04-09T03:00:00Z,2,0,1077659
FVI,2020-04-09T03:00:00Z,7,0,698912
GFL,2020-04-09T03:00:00Z,6,0,1189947
GOE,2020-04-09T03:00:00Z,1,0,792895
MOS,2020-04-09T03:00:00Z,6,0,916252
PNN,2020-04-09T03:00:00Z,8,1,1400128
SC,2020-04-09T03:00:00Z,44,1,7252502
SUL,2020-04-09T03:00:00Z,14,0,999701
AVI,2020-04-10T03:00:00Z,8,0,1077659
FVI,2020-04-10T03:00:00Z,9,0,698912
GFL,2020-04-10T03:00:00Z,21,1,1189947
GOE,2020-04-10T03:00:00Z,2,0,792895
MOS,2020-04-10T03:00:00Z,9,0,916252
PNN,2020-04-10T03:00:00Z,9,0,1400128
SC,2020-04-10T03:00:00Z,89,2,7252502
SUL,2020-04-10T03:00:00Z,29,1,999701
AVI,2020-04-11T03:00:00Z,3,1,1077659
FVI,2020-04-11T03:00:00Z,2,1,698912
GFL,2020-04-11T03:00:00Z,8,0,1189947
GOE,2020-04-11T03:00:00Z,1,0,792895
MOS,2020-04-11T03:00:00Z,9,0,916252
PNN,2020-04-11T03:00:00Z,7,0,1400128
SC,2020-04-11T03:00:00Z,41,5,7252502
SUL,2020-04-11T03:00:00Z,9,3,999701
AVI,2020-04-12T03:00:00Z,2,0,1077659
FVI,2020-04-12T03:00:00Z,4,0,698912
GFL,2020-04-12T03:00:00Z,7,0,1189947
GOE,2020-04-12T03:00:00Z,1,0,792895
MOS,2020-04-12T03:00:00Z,12,0,916252
PNN,2020-04-12T03:00:00Z,6,1,1400128
SC,2020-04-12T03:00:00Z,38,1,7252502
SUL,2020-04-12T03:00:00Z,6,0,999701
AVI,2020-04-13T03:00:00Z,9,0,1077659
FVI,2020-04-13T03:00:00Z,10,0,698912
GFL,2020-04-13T03:00:00Z,7,0,1189947
GOE,2020-04-13T03:00:00Z,1,0,792895
MOS,2020-04-13T03:00:00Z,19,0,916252
PNN,2020-04-13T03:00:00Z,8,0,1400128
SC,2020-04-13T03:00:00Z,74,0,7252502
SUL,2020-04-13T03:00:00Z,19,0,999701
AVI,2020-04-14T03:00:00Z,7,0,1077659
FVI,2020-04-14T03:00:00Z,9,2,698912
GFL,2020-04-14T03:00:00Z,8,1,1189947
GOE,2020-04-14T03:00:00Z,2,0,792895
MOS,2020-04-14T03:00:00Z,15,0,916252
PNN,2020-04-14T03:00:00Z,10,0,1400128
SC,2020-04-14T03:00:00Z,59,4,7252502
SUL,2020-04-14T03:00:00Z,8,1,999701
AVI,2020-04-15T03:00:00Z,9,0,1077659
FVI,2020-04-15T03:00:00Z,8,0,698912
GFL,2020-04-15T03:00:00Z,12,0,1189947
GOE,2020-04-15T03:00:00Z,4,0,792895
MOS,2020-04-15T03:00:00Z,19,0,916252
PNN,2020-04-15T03:00:00Z,14,0,1400128
SC,2020-04-15T03:00:00Z,95,0,7252502
SUL,2020-04-15T03:00:00Z,27,0,999701
AVI,2020-04-16T03:00:00Z,8,0,1077659
FVI,2020-04-16T03:00:00Z,10,1,698912
GFL,2020-04-16T03:00:00Z,9,0,1189947
GOE,2020-04-16T03:00:00Z,3,0,792895
MOS,2020-04-16T03:00:00Z,8,0,916252
PNN,2020-04-16T03:00:00Z,7,0,1400128
SC,2020-04-16T03:00:00Z,57,1,7252502
SUL,2020-04-16T03:00:00Z,11,0,999701
AVI,2020-04-17T03:00:00Z,5,0,1077659
FVI,2020-04-17T03:00:00Z,12,2,698912
GFL,2020-04-17T03:00:00Z,14,0,1189947
GOE,2020-04-17T03:00:00Z,2,0,792895
MOS,2020-04-17T03:00:00Z,43,0,916252
PNN,2020-04-17T03:00:00Z,8,0,1400128
SC,2020-04-17T03:00:00Z,92,2,7252502
SUL,2020-04-17T03:00:00Z,8,0,999701
AVI,2020-04-18T03:00:00Z,9,0,1077659
FVI,2020-04-18T03:00:00Z,8,0,698912
GFL,2020-04-18T03:00:00Z,15,0,1189947
GOE,2020-04-18T03:00:00Z,8,0,792895
MOS,2020-04-18T03:00:00Z,31,1,916252
PNN,2020-04-18T03:00:00Z,6,0,1400128
SC,2020-04-18T03:00:00Z,84,2,7252502
SUL,2020-04-18T03:00:00Z,5,1,999701
AVI,2020-04-19T03:00:00Z,14,0,1077659
FVI,2020-04-19T03:00:00Z,5,0,698912
GFL,2020-04-19T03:00:00Z,4,0,1189947
GOE,2020-04-19T03:00:00Z,3,0,792895
MOS,2020-04-19T03:00:00Z,19,0,916252
PNN,2020-04-19T03:00:00Z,10,0,1400128
SC,2020-04-19T03:00:00Z,62,0,7252502
SUL,2020-04-19T03:00:00Z,6,0,999701
AVI,2020-04-20T03:00:00Z,21,0,1077659
FVI,2020-04-20T03:00:00Z,16,0,698912
GFL,2020-04-20T03:00:00Z,32,0,1189947
GOE,2020-04-20T03:00:00Z,15,0,792895
MOS,2020-04-20T03:00:00Z,50,0,916252
PNN,2020-04-20T03:00:00Z,16,0,1400128
SC,2020-04-20T03:00:00Z,178,0,7252502
SUL,2020-04-20T03:00:00Z,26,0,999701
AVI,2020-04-21T03:00:00Z,16,1,1077659
FVI,2020-04-21T03:00:00Z,12,1,698912
GFL,2020-04-21T03:00:00Z,9,1,1189947
GOE,2020-04-21T03:00:00Z,17,0,792895
MOS,2020-04-21T03:00:00Z,32,0,916252
PNN,2020-04-21T03:00:00Z,8,0,1400128
SC,2020-04-21T03:00:00Z,110,5,7252502
SUL,2020-04-21T03:00:00Z,12,2,999701
AVI,2020-04-22T03:00:00Z,17,0,1077659
FVI,2020-04-22T03:00:00Z,11,1,698912
GFL,2020-04-22T03:00:00Z,13,0,1189947
GOE,2020-04-22T03:00:00Z,23,0,792895
MOS,2020-04-22T03:00:00Z,32,0,916252
PNN,2020-04-22T03:00:00Z,15,0,1400128
SC,2020-04-22T03:00:00Z,124,2,7252502
SUL,2020-04-22T03:00:00Z,10,1,999701
AVI,2020-04-23T03:00:00Z,22,0,1077659
FVI,2020-04-23T03:00:00Z,18,1,698912
GFL,2020-04-23T03:00:00Z,10,0,1189947
GOE,2020-04-23T03:00:00Z,20,0,792895
MOS,2020-04-23T03:00:00Z,30,0,916252
PNN,2020-04-23T03:00:00Z,14,1,1400128
SC,2020-04-23T03:00:00Z,127,2,7252502
SUL,2020-04-23T03:00:00Z,10,0,999701
AVI,2020-04-24T03:00:00Z,19,0,1077659
FVI,2020-04-24T03:00:00Z,19,0,698912
GFL,2020-04-24T03:00:00Z,13,1,1189947
GOE,2020-04-24T03:00:00Z,26,0,792895
MOS,2020-04-24T03:00:00Z,35,0,916252
PNN,2020-04-24T03:00:00Z,16,0,1400128
SC,2020-04-24T03:00:00Z,139,1,7252502
SUL,2020-04-24T03:00:00Z,10,0,999701
AVI,2020-04-25T03:00:00Z,16,0,1077659
FVI,2020-04-25T03:00:00Z,18,0,698912
GFL,2020-04-25T03:00:00Z,6,0,1189947
GOE,2020-04-25T03:00:00Z,26,0,792895
MOS,2020-04-25T03:00:00Z,48,0,916252
PNN,2020-04-25T03:00:00Z,11,0,1400128
SC,2020-04-25T03:00:00Z,136,0,7252502
SUL,2020-04-25T03:00:00Z,11,0,999701
AVI,2020-04-26T03:00:00Z,13,0,1077659
FVI,2020-04-26T03:00:00Z,13,0,698912
GFL,2020-04-26T03:00:00Z,7,0,1189947
GOE,2020-04-26T03:00:00Z,26,0,792895
MOS,2020-04-26T03:00:00Z,20,0,916252
PNN,2020-04-26T03:00:00Z,11,0,1400128
SC,2020-04-26T03:00:00Z,107,0,7252502
SUL,2020-04-26T03:00:00Z,14,0,999701
AVI,2020-04-27T03:00:00Z,22,0,1077659
FVI,2020-04-27T03:00:00Z,11,0,698912
GFL,2020-04-27T03:00:00Z,12,0,1189947
GOE,2020-04-27T03:00:00Z,42,0,792895
MOS,2020-04-27T03:00:00Z,40,0,916252
PNN,2020-04-27T03:00:00Z,16,0,1400128
SC,2020-04-27T03:00:00Z,165,0,7252502
SUL,2020-04-27T03:00:00Z,18,0,999701
AVI,2020-04-28T03:00:00Z,26,0,1077659
FVI,2020-04-28T03:00:00Z,39,0,698912
GFL,2020-04-28T03:00:00Z,24,0,1189947
GOE,2020-04-28T03:00:00Z,37,0,792895
MOS,2020-04-28T03:00:00Z,41,1,916252
PNN,2020-04-28T03:00:00Z,12,0,1400128
SC,2020-04-28T03:00:00Z,203,1,7252502
SUL,2020-04-28T03:00:00Z,24,0,999701
AVI,2020-04-29T03:00:00Z,16,1,1077659
FVI,2020-04-29T03:00:00Z,19,0,698912
GFL,2020-04-29T03:00:00Z,7,0,1189947
GOE,2020-04-29T03:00:00Z,25,0,792895
MOS,2020-04-29T03:00:00Z,19,0,916252
PNN,2020-04-29T03:00:00Z,12,1,1400128
SC,2020-04-29T03:00:00Z,117,3,7252502
SUL,2020-04-29T03:00:00Z,16,1,999701
AVI,2020-04-30T03:00:00Z,13,0,1077659
FVI,2020-04-30T03:00:00Z,23,0,698912
GFL,2020-04-30T03:00:00Z,11,1,1189947
GOE,2020-04-30T03:00:00Z,32,0,792895
MOS,2020-04-30T03:00:00Z,43,0,916252
PNN,2020-04-30T03:00:00Z,22,1,1400128
SC,2020-04-30T03:00:00Z,156,4,7252502
SUL,2020-04-30T03:00:00Z,12,2,999701
AVI,2020-05-01T03:00:00Z,29,0,1077659
FVI,2020-05-01T03:00:00Z,40,0,698912
GFL,2020-05-01T03:00:00Z,13,0,1189947
GOE,2020-05-01T03:00:00Z,36,0,792895
MOS,2020-05-01T03:00:00Z,51,0,916252
PNN,2020-05-01T03:00:00Z,11,1,1400128
SC,2020-05-01T03:00:00Z,235,1,7252502
SUL,2020-05-01T03:00:00Z,50,0,999701
AVI,2020-05-02T03:00:00Z,41,0,1077659
FVI,2020-05-02T03:00:00Z,34,0,698912
GFL,2020-05-02T03:00:00Z,7,1,1189947
GOE,2020-05-02T03:00:00Z,30,0,792895
MOS,2020-05-02T03:00:00Z,35,0,916252
PNN,2020-05-02T03:00:00Z,6,2,1400128
SC,2020-05-02T03:00:00Z,163,3,7252502
SUL,2020-05-02T03:00:00Z,8,0,999701
AVI,2020-05-03T03:00:00Z,32,0,1077659
FVI,2020-05-03T03:00:00Z,20,0,698912
GFL,2020-05-03T03:00:00Z,8,0,1189947
GOE,2020-05-03T03:00:00Z,37,0,792895
MOS,2020-05-03T03:00:00Z,21,0,916252
PNN,2020-05-03T03:00:00Z,13,0,1400128
SC,2020-05-03T03:00:00Z,143,1,7252502
SUL,2020-05-03T03:00:00Z,11,1,999701
AVI,2020-05-04T03:00:00Z,35,0,1077659
FVI,2020-05-04T03:00:00Z,28,0,698912
GFL,2020-05-04T03:00:00Z,9,1,1189947
GOE,2020-05-04T03:00:00Z,44,0,792895
MOS,2020-05-04T03:00:00Z,23,1,916252
PNN,2020-05-04T03:00:00Z,20,0,1400128
SC,2020-05-04T03:00:00Z,187,4,7252502
SUL,2020-05-04T03:00:00Z,26,2,999701
AVI,2020-05-05T03:00:00Z,24,1,1077659
FVI,2020-05-05T03:00:00Z,40,1,698912
GFL,2020-05-05T03:00:00Z,15,0,1189947
GOE,2020-05-05T03:00:00Z,42,0,792895
MOS,2020-05-05T03:00:00Z,30,1,916252
PNN,2020-05-05T03:00:00Z,18,0,1400128
SC,2020-05-05T03:00:00Z,218,3,7252502
SUL,2020-05-05T03:00:00Z,45,0,999701
AVI,2020-05-06T03:00:00Z,37,1,1077659
FVI,2020-05-06T03:00:00Z,23,0,698912
GFL,2020-05-06T03:00:00Z,16,0,1189947
GOE,2020-05-06T03:00:00Z,41,0,792895
MOS,2020-05-06T03:00:00Z,19,0,916252
PNN,2020-05-06T03:00:00Z,22,0,1400128
SC,2020-05-06T03:00:00Z,179,1,7252502
SUL,2020-05-06T03:00:00Z,21,0,999701
AVI,2020-05-07T03:00:00Z,36,1,1077659
FVI,2020-05-07T03:00:00Z,46,0,698912
GFL,2020-05-07T03:00:00Z,10,0,1189947
GOE,2020-05-07T03:00:00Z,47,0,792895
MOS,2020-05-07T03:00:00Z,19,0,916252
PNN,2020-05-07T03:00:00Z,19,0,1400128
SC,2020-05-07T03:00:00Z,209,2,7252502
SUL,2020-05-07T03:00:00Z,30,1,999701
AVI,2020-05-08T03:00:00Z,32,0,1077659
FVI,2020-05-08T03:00:00Z,42,0,698912
GFL,2020-05-08T03:00:00Z,18,0,1189947
GOE,2020-05-08T03:00:00Z,73,0,792895
MOS,2020-05-08T03:00:00Z,29,1,916252
PNN,2020-05-08T03:00:00Z,22,0,1400128
SC,2020-05-08T03:00:00Z,239,1,7252502
SUL,2020-05-08T03:00:00Z,18,0,999701
AVI,2020-05-09T03:00:00Z,28,0,1077659
FVI,2020-05-09T03:00:00Z,26,0,698912
GFL,2020-05-09T03:00:00Z,7,0,1189947
GOE,2020-05-09T03:00:00Z,47,0,792895
MOS,2020-05-09T03:00:00Z,25,0,916252
PNN,2020-05-09T03:00:00Z,15,1,1400128
SC,2020-05-09T03:00:00Z,169,1,7252502
SUL,2020-05-09T03:00:00Z,18,0,999701
AVI,2020-05-10T03:00:00Z,38,1,1077659
FVI,2020-05-10T03:00:00Z,56,0,698912
GFL,2020-05-10T03:00:00Z,10,0,1189947
GOE,2020-05-10T03:00:00Z,67,0,792895
MOS,2020-05-10T03:00:00Z,44,0,916252
PNN,2020-05-10T03:00:00Z,20,2,1400128
SC,2020-05-10T03:00:00Z,272,4,7252502
SUL,2020-05-10T03:00:00Z,36,1,999701
AVI,2020-05-11T03:00:00Z,63,1,1077659
FVI,2020-05-11T03:00:00Z,49,0,698912
GFL,2020-05-11T03:00:00Z,12,0,1189947
